28.105569,28.105569,0,0,10.18051888,3.190692539,,,#NAME?,,,,207682.5851,10.18051888
28.105569,21.4619830000,6.643586,44.13723494,,,,,,,,,,
28.106527,21.4259320000,6.680595,44.63034955,,,,,,,,,,
28.130404,20.1062000000,8.024204,64.38784983,,,,,,,,,,
28.109243,20.0451530000,8.06409,65.02954753,,,,,,,,,,
28.088572,20.0777970000,8.010775,64.1725161,,,,,,,,,,
28.034211,20.6199280000,7.414283,54.9715924,,,,,,,,,,
28.018491,20.5711140000,7.447377,55.46342418,,,,,,,,,,
27.986624,21.3797630000,6.606861,43.65061227,,,,,,,,,,
28.016352,21.7043360000,6.312016,39.84154598,,,,,,,,,,
27.981986,20.5535810000,7.428405,55.18120084,,,,,,,,,,
27.978625,20.4715670000,7.507058,56.35591982,,,,,,,,,,
28.032331,20.8891100000,7.143221,51.02560625,,,,,,,,,,
27.960219,20.4368290000,7.52339,56.60139709,,,,,,,,,,
27.937178,20.0516760000,7.885502,62.18114179,,,,,,,,,,
27.940599,20.3361470000,7.604452,57.82769022,,,,,,,,,,
27.908579,20.8411920000,7.067387,49.94795901,,,,,,,,,,
27.898606,20.6326160000,7.26599,52.79461068,,,,,,,,,,
27.855982,21.2208200000,6.635162,44.02537477,,,,,,,,,,
27.795581,21.6086860000,6.186895,38.27766974,,,,,,,,,,
27.850634,21.5922260000,6.258408,39.16767069,,,,,,,,,,
27.839349,20.5023230000,7.337026,53.83195052,,,,,,,,,,
27.824348,20.8226030000,7.001745,49.02443305,,,,,,,,,,
27.759608,18.2930160000,9.466592,89.61636409,,,,,,,,,,
27.830055,16.7528930000,11.077162,122.703518,,,,,,,,,,
27.761886,16.9315010000,10.830385,117.2972392,,,,,,,,,,
27.694763,13.7470970000,13.947666,194.5373868,,,,,,,,,,
27.761203,15.3581830000,12.40302,153.8349051,,,,,,,,,,
27.691932,17.5501000000,10.141832,102.8567563,,,,,,,,,,
27.666086,16.5528950000,11.113191,123.5030142,,,,,,,,,,
27.723912,15.4930920000,12.23082,149.5929579,,,,,,,,,,
27.639469,17.6341930000,10.005276,100.1055478,,,,,,,,,,
27.612874,19.0659830000,8.546891,73.04934577,,,,,,,,,,
27.638534,19.2925700000,8.345964,69.65511509,,,,,,,,,,
27.606098,18.6580960000,8.948002,80.06673979,,,,,,,,,,
27.593209,14.9960120000,12.597197,158.6893723,,,,,,,,,,
27.573926,14.0382940000,13.535632,183.2133336,,,,,,,,,,
27.561151,14.8788500000,12.682301,160.8407587,,,,,,,,,,
27.559232,13.8600020000,13.69923,187.6689026,,,,,,,,,,
27.528067,13.8164530000,13.711614,188.0083585,,,,,,,,,,
27.522542,13.0525740000,14.469968,209.3799739,,,,,,,,,,
27.531058,11.7816720000,15.749386,248.0431594,,,,,,,,,,
27.493015,12.3886460000,15.104369,228.1419629,,,,,,,,,,
27.487706,15.3775270000,12.110179,146.6564354,,,,,,,,,,
27.440943,19.1420250000,8.298918,68.87203997,,,,,,,,,,
27.439646,16.5278000000,10.911846,119.0683831,,,,,,,,,,
27.412907,14.4464860000,12.966421,168.1280735,,,,,,,,,,
27.401744,15.3406290000,12.061115,145.470495,,,,,,,,,,
27.396007,15.5579330000,11.838074,140.139996,,,,,,,,,,
27.35751,16.2969150000,11.060595,122.3367618,,,,,,,,,,
27.365647,17.0296230000,10.336024,106.8333921,,,,,,,,,,
27.347638,15.4054250000,11.942213,142.6164513,,,,,,,,,,
27.302128,14.5105350000,12.791593,163.6248515,,,,,,,,,,
27.309836,15.3733050000,11.936531,142.4807723,,,,,,,,,,
27.266277,17.2176550000,10.048622,100.9748041,,,,,,,,,,
27.266066,18.0533580000,9.212708,84.87398869,,,,,,,,,,
27.238097,17.6583710000,9.579726,91.77115024,,,,,,,,,,
27.239031,15.2472880000,11.991743,143.8019002,,,,,,,,,,
27.227439,16.7109150000,10.516524,110.597277,,,,,,,,,,
27.209839,20.2366750000,6.973164,48.62501617,,,,,,,,,,
27.224821,19.4604740000,7.764347,60.28508434,,,,,,,,,,
27.181666,17.1396830000,10.041983,100.8414226,,,,,,,,,,
27.170096,16.4050120000,10.765084,115.8870335,,,,,,,,,,
27.15459,15.5079720000,11.646618,135.6437108,,,,,,,,,,
27.104113,15.4634290000,11.640684,135.505524,,,,,,,,,,
27.081358,17.9024450000,9.178913,84.25244386,,,,,,,,,,
27.071874,17.9545460000,9.117328,83.12566986,,,,,,,,,,
27.073267,18.4888840000,8.584383,73.69163149,,,,,,,,,,
27.039336,19.6552960000,7.38404,54.52404672,,,,,,,,,,
27.041493,19.6603000000,7.381193,54.4820101,,,,,,,,,,
27.018145,18.8992500000,8.118895,65.91645602,,,,,,,,,,
27.009551,19.7254900000,7.284061,53.05754465,,,,,,,,,,
26.996247,17.8330040000,9.163243,83.96502228,,,,,,,,,,
26.954839,17.2105830000,9.744256,94.95052499,,,,,,,,,,
26.968576,18.7672420000,8.201334,67.26187938,,,,,,,,,,
26.913075,19.9717430000,6.941332,48.18208993,,,,,,,,,,
26.903469,19.0533900000,7.850079,61.62374031,,,,,,,,,,
26.908829,18.7940520000,8.114777,65.84960576,,,,,,,,,,
26.860309,18.3188900000,8.541419,72.95583853,,,,,,,,,,
26.86931,19.3599760000,7.509334,56.39009712,,,,,,,,,,
26.870268,20.6211870000,6.249081,39.05101334,,,,,,,,,,
26.836196,20.5411220000,6.295074,39.62795667,,,,,,,,,,
26.836415,19.9654100000,6.871005,47.21070971,,,,,,,,,,
26.843831,17.9103530000,8.933478,79.80702918,,,,,,,,,,
26.775542,18.9102800000,7.865262,61.86234633,,,,,,,,,,
26.732431,20.3420930000,6.390338,40.83641975,,,,,,,,,,
26.730095,19.9547670000,6.775328,45.90506951,,,,,,,,,,
26.73078,18.8727380000,7.858042,61.74882407,,,,,,,,,,
26.708966,18.9415910000,7.767375,60.33211439,,,,,,,,,,
26.692341,20.4302600000,6.262081,39.21365845,,,,,,,,,,
26.690703,19.9152850000,6.775418,45.90628907,,,,,,,,,,
26.646072,19.2728160000,7.373256,54.36490404,,,,,,,,,,
26.644104,20.8435520000,5.800552,33.6464035,,,,,,,,,,
26.627146,20.7786370000,5.848509,34.20505752,,,,,,,,,,
26.569781,19.6060890000,6.963692,48.49300627,,,,,,,,,,
26.564525,18.4084600000,8.156065,66.52139628,,,,,,,,,,
26.577363,19.1194110000,7.457952,55.62104803,,,,,,,,,,
26.535204,18.9818670000,7.553337,57.05289984,,,,,,,,,,
26.541647,16.8099900000,9.731657,94.70514797,,,,,,,,,,
26.529513,17.0950810000,9.434432,89.00850716,,,,,,,,,,
26.501939,19.2045350000,7.297404,53.25210514,,,,,,,,,,
26.50846,21.1019820000,5.406478,29.23000436,,,,,,,,,,
26.456369,19.2625580000,7.193811,51.7509167,,,,,,,,,,
26.460903,19.7081340000,6.752769,45.59988917,,,,,,,,,,
26.447106,19.4390810000,7.008025,49.1124144,,,,,,,,,,
26.444679,19.5217020000,6.922977,47.92761054,,,,,,,,,,
26.432169,21.3806610000,5.051508,25.51773307,,,,,,,,,,
26.348981,20.5191400000,5.829841,33.98704609,,,,,,,,,,
26.368428,17.6042960000,8.764132,76.81000971,,,,,,,,,,
26.328696,16.4448320000,9.883864,97.69076757,,,,,,,,,,
26.287243,20.0453170000,6.241926,38.96164019,,,,,,,,,,
26.286672,21.1039660000,5.182706,26.86044148,,,,,,,,,,
26.273133,20.3873060000,5.885827,34.64295947,,,,,,,,,,
26.258781,19.3742490000,6.884532,47.39678086,,,,,,,,,,
26.26402,18.4139000000,7.85012,61.62438401,,,,,,,,,,
26.216485,18.9443340000,7.272151,52.88418017,,,,,,,,,,
26.229105,20.3564450000,5.87266,34.48813548,,,,,,,,,,
26.205432,18.4666940000,7.738738,59.88806583,,,,,,,,,,
26.184952,18.2293340000,7.955618,63.29185776,,,,,,,,,,
26.187712,16.8449290000,9.342783,87.28759419,,,,,,,,,,
26.163657,18.2662050000,7.897452,62.36974809,,,,,,,,,,
26.115078,20.8504100000,5.264668,27.71672915,,,,,,,,,,
26.115793,18.8177030000,7.29809,53.26211765,,,,,,,,,,
26.106916,17.8378450000,8.269071,68.3775352,,,,,,,,,,
26.093713,20.3659740000,5.727739,32.80699405,,,,,,,,,,
